method,attack,epsilon,model,model_role,sample_count,generated_count,psnr,ssim,ciede2000,asr_paper_denominator,asr_clean_correct_only,strict_asr_sample_count,exact_container_recovery_rate,paper_rgb_recovery_rate,sup_png_verified_count,sup_png_recovery_rate,maximum_channel_error,runtime_seconds
YACK,PGD,4/255,resnet50,black_box,10,9,40.511598500775165,0.971877593000926,1.5522207142827187,0.4444444444444444,0.2857142857142857,7,1.0,,0,,0,1247.9514471999719
YACK,PGD,4/255,vgg19,black_box,10,9,40.511598500775165,0.971877593000926,1.5522207142827187,0.3333333333333333,0.14285714285714285,7,1.0,,0,,0,1247.9514471999719
YACK,PGD,4/255,inception_v3,white_box,1000,886,40.433698876052375,0.9759628827586988,1.530160406770451,1.0,1.0,886,1.0,,0,,0,1247.9514471999719
YACK,PGD,4/255,googlenet,white_box,1000,886,40.433698876052375,0.9759628827586988,1.530160406770451,0.0744920993227991,0.0744920993227991,886,1.0,,0,,0,1247.9514471999719
YACK,PGD,4/255,densenet161,white_box,1000,886,40.433698876052375,0.9759628827586988,1.530160406770451,0.033860045146726865,0.033860045146726865,886,1.0,,0,,0,1247.9514471999719
YACK,PGD,4/255,resnet50,black_box,1000,886,40.433698876052375,0.9759628827586988,1.530160406770451,0.2945823927765237,0.13342696629213482,712,1.0,,0,,0,1247.9514471999719
YACK,PGD,4/255,vgg19,black_box,1000,886,40.433698876052375,0.9759628827586988,1.530160406770451,0.41309255079006774,0.12435233160621761,579,1.0,,0,,0,1247.9514471999719
YACK,MI-FGSM,4/255,inception_v3,white_box,1,1,35.574116739273435,0.9596474692186406,2.286738610597682,1.0,1.0,1,1.0,,0,,0,1507.4352688000072
YACK,MI-FGSM,4/255,googlenet,white_box,1,1,35.574116739273435,0.9596474692186406,2.286738610597682,0.0,0.0,1,1.0,,0,,0,1507.4352688000072
YACK,MI-FGSM,4/255,densenet161,white_box,1,1,35.574116739273435,0.9596474692186406,2.286738610597682,0.0,0.0,1,1.0,,0,,0,1507.4352688000072
YACK,MI-FGSM,4/255,resnet50,black_box,1,1,35.574116739273435,0.9596474692186406,2.286738610597682,1.0,1.0,1,1.0,,0,,0,1507.4352688000072
YACK,MI-FGSM,4/255,vgg19,black_box,1,1,35.574116739273435,0.9596474692186406,2.286738610597682,0.0,0.0,1,1.0,,0,,0,1507.4352688000072
YACK,MI-FGSM,4/255,inception_v3,white_box,10,10,39.48980780773924,0.9666940977600003,1.5461873468651457,1.0,1.0,10,1.0,,0,,0,1507.4352688000072
YACK,MI-FGSM,4/255,googlenet,white_box,10,10,39.48980780773924,0.9666940977600003,1.5461873468651457,0.0,0.0,10,1.0,,0,,0,1507.4352688000072
